-7.323	-721.942
48.127	157.637
-7.346	-725.944
48.248	157.64
-7.369	-729.946
48.369	157.644
-7.392	-733.948
48.489	157.647
-7.415	-737.95
48.609	157.65
-7.438	-741.952
48.729	157.653
-7.461	-745.954
48.848	157.656
-7.483	-749.956
48.968	157.659
-7.506	-753.958
49.087	157.661
-7.529	-757.96
49.205	157.664
-7.551	-761.962
49.324	157.667
-7.574	-765.964
49.442	157.67
-7.596	-769.966
49.559	157.673
-7.618	-773.968
49.677	157.676
-7.64	-777.97
49.794	157.679
-7.663	-781.972
49.911	157.682
-7.685	-785.973
50.028	157.685
-7.707	-789.975
50.144	157.688
-7.729	-793.977
50.26	157.69
-7.751	-797.979
50.376	157.693
-7.773	-801.981
50.492	157.696
-7.794	-805.983
50.607	157.699
-7.816	-809.985
50.722	157.702
-7.838	-813.986
50.837	157.704
-7.859	-817.988
50.952	157.707
-7.881	-821.99
51.066	157.71
-7.903	-825.992
51.18	157.713
-7.924	-829.994
51.294	157.716
-7.945	-833.995
51.407	157.718
-7.967	-837.997
51.52	157.721
-7.988	-841.999
51.634	157.724
-8.009	-846.001
51.746	157.726
-8.03	-850.002
51.859	157.729
-8.052	-854.004
51.971	157.732
-8.073	-858.006
52.083	157.734
-8.094	-862.008
52.195	157.737
-8.115	-866.01
52.307	157.74
-8.136	-870.011
52.418	157.742
-8.156	-874.013
52.529	157.745
-8.177	-878.015
52.64	157.748
-8.198	-882.016
52.751	157.75
-8.219	-886.018
52.861	157.753
-8.239	-890.02
52.971	157.756
-8.26	-894.021
53.081	157.758
-8.281	-898.023
53.191	157.761
-8.301	-902.025
53.3	157.763
-8.322	-906.026
53.41	157.766
-8.342	-910.028
53.519	157.769
-8.362	-914.03
53.627	157.771
-8.383	-918.031
53.736	157.774
-8.403	-922.033
53.844	157.776
-8.423	-926.035
53.953	157.779
-8.443	-930.036
54.061	157.781
-8.464	-934.038
54.168	157.784
-8.484	-938.04
54.276	157.786
-8.504	-942.041
54.383	157.789
-8.524	-946.043
54.49	157.791
-8.544	-950.044
54.597	157.794
-8.564	-954.046
54.704	157.796
-8.583	-958.047
54.81	157.799
-8.603	-962.049
54.916	157.801
-8.623	-966.051
55.022	157.803
-8.643	-970.052
55.128	157.806
-8.662	-974.054
55.234	157.808
-8.682	-978.055
55.339	157.811
-8.702	-982.057
55.445	157.813
-8.721	-986.058
55.55	157.816
-8.741	-990.06
55.655	157.818
-8.76	-994.061
55.759	157.82
-8.78	-998.063
55.864	157.823
-8.799	-1002.064
55.968	157.825
-8.818	-1006.066
56.072	157.828
-8.838	-1010.068
56.176	157.83
-8.857	-1014.069
56.28	157.832
-8.876	-1018.07
56.383	157.835
-8.895	-1022.072
56.486	157.837
-8.914	-1026.073
56.589	157.839
-8.933	-1030.075
56.692	157.842
-8.953	-1034.076
56.795	157.844
-8.972	-1038.078
56.898	157.846
-8.991	-1042.079
57	157.849
-9.009	-1046.081
57.102	157.851
-9.028	-1050.082
57.204	157.853
-9.047	-1054.084
57.306	157.855
-9.066	-1058.085
